kód SOORP;název SO ORP;"Počet obyvatel
(k 31.12.)";Přirozený přírůstek;Saldo migrace;"Podíl obyvatel ve věku
0-14 na celkovém počtu obyvatel (%)";"Počet obyvatel ve věku
0-14 (k 31.12.)";"Podíl obyvatel ve věku 
65 a více let na celkovém počtu obyvatel (%)";"Počet obyvatel ve věku
65 a více let (k 31.12.)";"Počet částí obce
 (k 31.12.)";"Podíl nezaměstnaných osob dosažitelných (%) 
k 31.12.";Uchazeči o zaměstnání v evidenci úřadu práce (k 31. 12.) - dosažitelní;Uchazeči o zaměstnání v evidenci úřadu práce (k 31. 12.) - celkem;Uchazeči o zaměstnání v evidenci úřadu práce - absolventi (k 31. 12.);"Uchazeči o zaměstnání v evidenci úřadu práce - evidence nad 12 měs.
(k 31. 12.)";Počet dokončených bytů;Počt dokončených bytů v rodinných domech;Počet hromadných ubytovacích zařízení celkem (k 31.12.);Počet lázeňských léčeben (k 31.12.);Počet lůžek v lázeňských léčebnách (k 31.12.);Podíl zemědělské půdy z celkové výměry (%);Podíl orné půdy ze zemědělské půdy (%);Podíl trvalých travních porostů ze zemědělské půdy (%);Podíl zastavěných a ostatních ploch z celkové výměry (%);Podíl vodních ploch z celkové výměry (%);Podíl lesních pozemků z celkové výměry (%);Koeficient ekologické stability;Orná půda (ha);Chmelnice (ha);Vinice (ha);Zahrady (ha);Ovocné sady (ha);Trvalé travní porosty (ha);Lesní půda (ha);Vodní plochy (ha);Zastavěné plochy (ha);Ostatní plochy (ha);Zemědělská půda (ha);Celková výměra (ha);Živě narození;Zemřelí;Přistěhovalí;Vystěhovalí;Průměrný věk (k 31. 12.);"Počet obyvatel ve věku
 15- 64 let (k 31.12.)";Kód KRAJ_NUTS;Kód CZ_NUTS (3);KRAJ
6210;Kyjov;55543;-86;168;14,55268891;8083;20,78029635;11542;48;4,327016185;1564;1735;70;540;139;100;32;0;0;60,82546695;84,17721214;4,376048661;9,585790322;1,041885194;28,54685754;0,645089328;24081,6996;-;1579,1367;938,8909;756,694;1251,9147;13426,5815;490,0349;989,0551;3519,476;28608,3359;47033,4834;535;621;847;679;43,48498461;35918;3115;CZ064;Jihomoravský kraj
6211;Mikulov;20265;27;108;15,67727609;3177;19,51147298;3954;17;4,160971906;548;568;15;92;210;118;110;0;0;64,12501444;70,70723286;2,898796521;12,7456029;9,243060082;13,88632258;0,721566677;11068,4881;-;3692,629;294,1584;144,9165;453,7767;3389,8793;2256,3827;433,0482;2678,3627;15653,9687;24411,6416;223;196;423;315;42,47187269;13134;3115;CZ064;Jihomoravský kraj
6212;Moravský Krumlov;22452;36;47;14,75592375;3313;20,45252093;4592;40;3,874488404;568;593;24;115;97;57;10;0;0;70,55042449;93,52197995;1,750743386;8,501025513;0,973261027;19,97528897;0,34262106;22949,9933;-;532,0052;433,1284;194,9249;429,6268;6948,04;338,5311;516,3387;2440,588;24539,6786;34783,1764;249;213;422;375;43,03055407;14547;3115;CZ064;Jihomoravský kraj
6213;Pohořelice;14599;22;219;17,17925885;2508;17,72724159;2588;15;3,497615262;330;360;12;62;129;87;20;0;0;70,37145002;93,54548384;0,99881834;10,8368765;8,738131274;10,05354221;0,304355937;12855,2811;-;406,8815;230,4658;112,3899;137,2604;1963,276;1706,3999;298,115;1818,1321;13742,2787;19528,2017;160;138;458;239;41,03455716;9503;3115;CZ064;Jihomoravský kraj
6214;Rosice;26284;49;145;17,79789986;4678;19,32734744;5080;25;2,107302895;348;386;23;43;90;83;19;0;0;45,41821371;85,89164194;7,665857451;8,913942234;0,58740636;45,0804377;1,08662012;6805,3238;-;-;443,1072;67,3418;607,3774;7864,2256;102,4723;330,195;1224,831;7923,1502;17444,8741;320;271;608;463;41,68535991;16526;3115;CZ064;Jihomoravský kraj
6215;Slavkov u Brna;24027;93;374;18,64569027;4480;17,44287676;4191;18;2,154659617;326;341;14;73;176;96;7;0;0;70,17745254;91,1541096;2,561773578;11,22963182;1,094851331;17,49806431;0,329800252;10088,2181;-;43,3543;534,4322;117,69;283,5169;2759,5014;172,6616;340,6444;1430,3049;11067,2115;15770,3238;303;210;830;456;40,40881092;15356;3115;CZ064;Jihomoravský kraj
6216;Šlapanice;70414;252;625;19,20640782;13524;17,84304258;12564;43;1,944153895;855;928;43;175;379;245;17;0;0;50,24691144;85,52880412;4,31851155;10,88805838;0,720482082;38,14454809;0,85653993;14745,9899;0,135;125,1628;1272,9296;352,1932;744,553;13088,342;247,2153;817,2842;2918,6791;17240,9635;34312,4841;860;608;2165;1540;40,50835061;44326;3115;CZ064;Jihomoravský kraj
6217;Tišnov;31725;20;223;18,0394011;5723;19,58392435;6213;89;3,499544857;692;728;32;244;126;113;17;0;0;47,39747448;72,80351372;19,16241125;8,365283183;0,863159063;43,37408327;1,332507858;11813,8882;-;-;861,4268;442,2694;3109,5008;14849,6297;295,5127;476,6055;2387,348;16227,0852;34236,1811;335;315;630;407;41,55702128;19789;3115;CZ064;Jihomoravský kraj
6218;Veselí nad Moravou;37715;-69;-106;13,63913562;5144;21,57762164;8138;26;4,487257159;1111;1215;53;300;90;67;26;0;0;66,69830886;65,09339719;26,39813296;8,768473069;2,193661615;22,33955646;0,916271646;14882,0979;0,0176;885,8685;735,4775;323,901;6035,3218;7657,4989;751,938;632,9321;2372,7038;22862,6843;34277,7571;346;415;394;500;44,16437757;24433;3115;CZ064;Jihomoravský kraj
6219;Vyškov;52142;8;133;16,24602048;8471;19,77676345;10312;74;1,737474711;584;679;29;141;163;151;20;0;0;44,89817298;89,55603965;5,307795911;11,91750614;0,843208883;42,341112;0,918408854;21715,6016;-;2,483;1042,7116;200,2256;1287,0375;22867,0729;455,39;762,4305;5673,8313;24248,0593;54006,784;570;562;894;761;42,42161789;33359;3115;CZ064;Jihomoravský kraj
6220;Znojmo;91899;-48;212;16,00887931;14712;19,68356565;18089;130;5,388336469;3208;3339;107;666;311;263;143;0;0;66,46313845;90,43578379;2,823605722;8,510427965;2,18520526;22,84122833;0,457367169;74684,7046;-;2587,7819;1797,6277;1181,1978;2331,8221;28381,1488;2715,2058;1634,2266;8940,3239;82583,1341;124254,0392;951;999;1069;857;42,36052079;59098;3115;CZ064;Jihomoravský kraj
6221;Židlochovice;33816;114;180;18,76035013;6344;17,41187604;5888;24;2,184702444;471;495;20;68;127;118;10;0;0;80,32559415;89,794769;1,497177364;12,22220846;1,520744229;5,931453157;0,185530971;14011,3325;-;502,2435;523,3397;333,1979;233,6155;1152,2204;295,4137;453,5292;1920,7082;15603,7291;19425,6006;378;264;863;683;40,48403123;21584;3115;CZ064;Jihomoravský kraj
7101;Hranice;34146;4;1;15,31951034;5231;19,91448486;6800;52;2,097120372;469;516;21;116;71;50;18;1;i.d.;63,09639506;73,94889416;20,25074013;12,31194744;1,544160609;23,04749689;0,695747785;15628,1529;-;-;1049,7138;176,1193;4279,7349;7719,6069;517,2064;525,5201;3598,2854;21133,7209;33494,3397;322;318;495;494;42,69688983;22115;3123;CZ071;Olomoucký kraj
7102;Jeseník;37968;-119;-243;14,07501054;5344;22,12389381;8400;63;4,883072822;1209;1315;32;176;86;43;141;3;1068;32,65962333;57,83183341;37,41275942;6,536726975;1,075252316;59,72839738;2,933231673;13580,3811;0,0614;-;1101,5789;15,0499;8785,4647;42945,2057;773,1152;663,8001;4036,16;23482,536;71900,817;350;469;413;656;44,00666351;24224;3123;CZ071;Olomoucký kraj
7103;Konice;10634;-38;5;13,88000752;1476;22,31521535;2373;45;1,715864476;118;138;5;35;22;18;4;0;0;56,91834069;76,92413637;18,38370526;8,290935922;0,811085684;33,9796377;0,92031175;7799,1638;-;-;433,8949;41,8324;1863,8822;6052,7387;144,4774;227,7684;1249,0828;10138,7733;17812,8406;97;135;199;194;44,36242242;6785;3123;CZ071;Olomoucký kraj
7104;Lipník nad Bečvou;15130;-13;-24;15,3139458;2317;19,25313946;2913;21;2,889422116;289;324;19;47;50;36;4;0;0;67,52871842;76,19006637;10,33181387;12,3098296;1,596352387;18,56509959;0,568381308;6104,1053;85,7432;-;538,9109;455,1699;827,752;2202,5838;189,393;231,9077;1228,544;8011,6813;11864,1098;140;153;264;288;42,7462657;9900;3123;CZ071;Olomoucký kraj
7105;Litovel;23715;-28;9;15,79590976;3746;20,72106262;4914;60;1,798063624;273;294;6;15;54;48;14;0;0;57,88719573;84,65253514;8,236689515;8,144439929;1,266285124;32,70207922;0,749860315;12127,182;50,3152;-;638,5125;329,8502;1179,9745;8093,0604;313,3783;411,1597;1604,4138;14325,8344;24747,8466;236;264;372;363;42,85850727;15055;3123;CZ071;Olomoucký kraj
7106;Mohelnice;18362;-13;84;15,16719312;2785;20,20477072;3710;31;4,543933054;543;567;22;132;109;33;9;0;0;54,17511633;76,16428376;17,27092269;8,997037454;1,689282496;35,13856372;0,989688369;7772,0282;-;-;383,7783;286,1126;1762,3759;6618,6156;318,1892;286,048;1408,6124;10204,295;18835,7602;189;202;316;232;42,83051955;11867;3123;CZ071;Olomoucký kraj
7107;Olomouc;165165;199;431;16,75960403;27681;19,82381255;32742;105;2,477209859;2606;2798;118;318;932;318;74;1;i.d.;46,0319944;84,74190279;8,729417539;20,13733608;1,114467671;32,71620185;0,690739299;31868,0753;342,5021;3,27;1980,7911;128,6148;3282,7884;26727,646;910,4693;1698,5305;14752,7554;37606,0417;81695,4429;1804;1605;3001;2570;42,2509097;104742;3123;CZ071;Olomoucký kraj
7108;Prostějov;98012;-114;206;15,83785659;15523;20,54748398;20139;113;1,965978361;1232;1360;35;253;249;171;31;0;0;72,05323556;90,18934928;4,767715062;10,86115911;0,994539642;16,09106569;0,318469725;38922,7377;15,9151;1,8266;1774,3135;384,3089;2057,588;9637,8341;595,6851;1304,9296;5200,4226;43156,6898;59895,5612;992;1106;1359;1153;42,84819206;62350;3123;CZ071;Olomoucký kraj
7109;Přerov;80236;-241;-140;14,62809711;11737;21,85303355;17534;80;3,77387703;1950;2089;62;567;125;83;17;0;0;73,40957026;88,93825651;3,882035129;14,17472149;2,234157525;10,18155073;0,258432863;26164,7568;503,9244;0,213;1416,1385;191,9234;1142,0564;4080,2741;895,3425;959,4305;4721,1137;29419,0125;40075,1733;760;1001;1030;1170;44,02774316;50965;3123;CZ071;Olomoucký kraj
7110;Šternberk;24164;-22;-35;16,18109585;3910;20,01738123;4837;36;3,092387477;483;506;18;71;88;58;10;0;0;55,83769569;52,99410245;44,71600807;9,067997998;0,642853253;34,45145306;1,586740948;9946,4155;-;-;410,8802;18,9071;8392,7074;11580,2814;216,0844;368,079;2679,9773;18768,9102;33613,3323;256;278;468;503;42,3626883;15417;3123;CZ071;Olomoucký kraj
7111;Šumperk;68988;-132;-122;15,27222126;10536;21,95599235;15147;87;3,300713976;1447;1578;70;269;63;55;139;2;185;36,58543602;37,71024331;56,94258381;7,26494266;0,803492013;55,34612931;3,748022539;11829,878;-;-;1541,0888;136,3441;17863,1523;47456,9638;688,9604;890,397;5338,9839;31370,4632;85745,7683;664;796;736;858;43,51764075;43305;3123;CZ071;Olomoucký kraj
7112;Uničov;22428;-34;13;14,89209916;3340;20,21580168;4534;31;3,441226576;505;539;19;66;61;57;5;0;0;73,46103228;87,88152378;6,943258187;9,091296073;1,31256164;16,13511;0,357773793;13394,6245;-;-;499,0115;289,7789;1058,2695;3347,7103;272,3301;412,1855;1474,0753;15241,6844;20747,9856;212;246;365;352;43,04953629;14554;3123;CZ071;Olomoucký kraj
7113;Zábřeh;33067;-4;-107;15,66516467;5180;20,84253183;6892;44;2,726547468;581;625;24;88;74;68;14;0;0;53,1871994;62,63781324;32,98474997;8,916634458;1,15865769;36,73750845;1,367876455;8903,3736;-;-;608,0146;14,1967;4688,4707;9817,9448;309,6464;423,5418;1959,3913;14214,0556;26724,5799;337;341;398;505;42,90817129;20995;3123;CZ071;Olomoucký kraj
7201;Bystřice pod Hostýnem;15242;-67;-13;14,34851069;2187;21,61133709;3294;19;2,696152681;267;279;11;27;20;20;20;0;0;39,33812544;67,93868632;23,09176393;8,665091348;0,756804119;51,23997909;1,825585348;4381,9206;-;-;475,6439;102,8756;1489,3764;8401,2255;124,0844;227,8814;1192,8332;6449,8165;16395,841;142;209;256;269;43,94908805;9761;3131;CZ072;Zlínský kraj
7202;Holešov;21540;-33;69;15,52924791;3345;20,29247911;4371;25;2,263256215;315;346;12;16;31;31;3;0;0;73,81052834;88,63876329;5,034997106;12,28397147;1,006963388;12,89853681;0,286857017;8675,5904;-;-;529,2859;89,8999;492,8044;1710,3992;133,5275;309,902;1319,0033;9787,5806;13260,4126;198;231;346;277;43,00394615;13824;3131;CZ072;Zlínský kraj
7203;Kroměříž;68561;-92;-93;15,14126107;10381;21,28907105;14596;84;2,645646462;1168;1295;34;230;120;75;41;0;0;63,61765276;86,90799871;6,690809863;10,94803233;1,950023965;23,48429094;0,509733376;27589,0729;-;7,3221;1495,4885;529,2571;2124,0075;11718,6388;973,0601;969,7196;4493,3381;31745,1481;49899,9047;665;757;915;1008;43,48671256;43584;3131;CZ072;Zlínský kraj
7204;Luhačovice;18624;-1;-91;14,52426976;2705;21,21993127;3952;22;1,869925367;228;241;13;24;42;32;68;4;1777;41,82283512;34,649742;60,46111717;8,908402328;1,080626971;48,18813558;3,273521296;2583,999;-;-;294,3157;70,2912;4508,8782;8592,4891;192,688;269,8824;1318,5864;7457,4841;17831,13;184;185;232;323;43,87483892;11967;3131;CZ072;Zlínský kraj
7205;Otrokovice;34276;-56;40;14,27237717;4892;21,70031509;7438;11;1,813905098;401;442;18;44;50;40;13;0;0;58,15945911;74,67856032;16,76458479;17,87889826;2,880308379;21,08133425;0,631014191;4852,0261;-;0,971;439,9326;115,0536;1089,231;2355,076;321,7702;394,5078;1602,8119;6497,2143;11171,3802;301;357;686;646;43,85322091;21946;3131;CZ072;Zlínský kraj
7206;Rožnov pod Radhoštěm;35175;-14;6;15,37455579;5408;21,48969439;7559;10;2,565358749;576;641;33;106;137;66;76;0;0;32,05622845;26,74766618;65,01886441;8,471294964;0,838293518;58,63418307;4,866620755;2049,6452;-;-;582,6394;48,2826;4982,3264;14016,2311;200,3902;318,8972;1706,1268;7662,8936;23904,5389;366;380;402;396;43,51444208;22208;3131;CZ072;Zlínský kraj
7207;Uherské Hradiště;90117;-44;99;15,09925985;13607;20,64538322;18605;59;2,479253999;1449;1618;76;226;382;176;63;2;138;58,7585369;75,26705539;14,45046823;10,85273124;2,234603077;28,15412879;0,81558877;22903,4395;-;921,708;1569,0339;638,1712;4397,215;14580,3148;1157,2447;1272,6496;4347,7068;30429,5676;51787,4835;944;988;978;879;43,42408758;57905;3131;CZ072;Zlínský kraj
7208;Uherský Brod;52109;-128;-7;14,56562206;7590;20,93880136;10911;39;1,756298807;596;697;30;70;133;126;30;0;0;55,53083085;60,84176218;32,6699146;10,17897695;1,169857459;33,12033473;1,274541064;15990,1374;-;17,0262;1168,2823;519,9212;8586,1488;15675,123;553,6677;769,7634;4047,7216;26281,5159;47327,7916;484;612;564;571;43,52481337;33608;3131;CZ072;Zlínský kraj
7209;Valašské Klobouky;23102;6;-45;15,30603411;3536;18,61310709;4300;29;1,68437419;260;297;19;31;30;28;10;0;0;44,53013929;44,08065317;50,98467577;7,977407131;0,741606214;46,75084737;2,622324378;5079,0068;-;-;385,8207;182,7559;5874,4936;12096,6804;191,889;314,1337;1750,0031;11522,077;25874,7832;237;231;234;279;42,09960177;15266;3131;CZ072;Zlínský kraj
7210;Valašské Meziříčí;41831;91;109;15,98336162;6686;19,83218187;8296;37;3,057433687;823;881;31;115;100;94;15;0;0;52,27688811;60,0977164;30,52043244;12,28593185;1,593334503;33,84384553;1,288164698;7215,3251;-;-;983,4657;142,9183;3664,2797;7772,6285;365,9276;501,9572;2319,6484;12005,9888;22966,1505;470;379;675;566;42,47501853;26849;3131;CZ072;Zlínský kraj
7211;Vizovice;17153;38;36;15,93890282;2734;18,04932082;3096;18;1,810352404;206;219;7;26;35;34;12;0;0;43,92611029;39,50953271;51,55326511;9,821772932;1,271401159;44,98071562;2,679612619;2535,3198;-;-;366,6217;206,877;3308,164;6571,0454;185,7337;257,4832;1177,3387;6416,9825;14608,5835;196;158;314;278;41,81323967;11323;3131;CZ072;Zlínský kraj
7212;Vsetín;65522;-137;-48;15,15826745;9932;20,15811483;13208;36;3,059246631;1310;1452;50;272;161;100;71;0;0;30,93609302;24,29354385;71,4422428;7,637230194;0,807299582;60,61937721;5,599482389;4977,9624;-;-;801,8901;71,885;14639,1486;40151,9595;534,7244;739,0972;4319,5123;20490,8861;66236,1795;609;746;609;657;42,99009493;42382;3131;CZ072;Zlínský kraj
7213;Zlín;99303;-80;89;15,51614755;15408;21,86540185;21713;49;2,217722649;1391;1509;45;260;322;180;37;1;i.d.;44,65067378;59,72729812;29,68033515;11,67194234;0,951043515;42,72634036;1,608202359;9344,7718;-;0,0953;1309,1372;348,0206;4643,7051;14971,4378;333,2485;885,7709;3204,1127;15645,73;35040,2999;978;1058;1436;1347;43,66750753;62182;3131;CZ072;Zlínský kraj
8101;Bílovec;25622;-43;45;15,79111701;4046;19,6510811;5035;21;3,450131547;577;606;33;132;85;64;8;0;0;70,36584527;77,6430638;17,06476612;12,57235581;4,681678885;12,38012004;0,48795012;8875,1547;-;-;567,8107;37,122;1950,6242;2011,1118;760,5241;328,332;1714,0079;11430,7116;16244,6874;266;309;482;437;42,41386309;16541;3140;CZ080;Moravskoslezský kraj
8102;Bohumín;33366;-58;5;15,10219984;5039;20,02337709;6681;10;4,134650567;904;988;28;261;79;79;8;0;0;59,91171527;78,39221082;8,650750439;23,86287784;8,74302931;7,482377575;0,411851158;3425,1298;-;-;540,3702;25,7516;377,9705;545,6724;637,6088;416,6997;1323,5645;4369,2221;7292,7675;298;356;702;697;43,08859318;21646;3140;CZ080;Moravskoslezský kraj
8103;Bruntál;36418;-123;-26;15,11615135;5505;19,99560657;7282;56;5,550451052;1329;1401;44;260;65;50;59;1;i.d.;44,17487813;39,9003735;58,05822109;6,89851876;2,081580675;46,84502243;3,077561727;11101,7052;-;-;540,0012;27,9905;16153,8652;29505,3534;1311,0843;569,2203;3775,8141;27823,5621;62985,0342;315;438;622;648;42,69924213;23631;3140;CZ080;Moravskoslezský kraj
8104;Český Těšín;25687;-36;-78;15,22949352;3912;19,30937828;4960;8;4,803621825;817;872;14;315;36;34;5;0;0;60,88139039;59,78031086;24,95062955;20,6370366;1,951913857;16,52965915;0,753397878;1616,5482;-;-;399,9263;12,9717;674,702;734,1923;86,6975;197,6887;718,9396;2704,1482;4441,6663;216;252;533;611;42,69106941;16815;3140;CZ080;Moravskoslezský kraj
8105;Frenštát pod Radhoštěm;19541;-18;50;16,21206694;3168;19,70728212;3851;6;1,933285794;244;259;5;43;55;48;23;0;0;45,79223734;50,66381567;36,633272;9,789166112;1,119186476;43,29941008;2,031289501;2290,3198;-;-;572,1999;2,0508;1656,0519;4274,5298;110,4864;194,5601;771,8291;4520,6224;9872,0278;199;217;331;281;42,25809836;12522;3140;CZ080;Moravskoslezský kraj
8106;Frýdek-Místek;112433;-64;464;15,83965562;17809;19,38398869;21794;53;3,067434323;2243;2413;69;634;391;344;46;0;0;46,52581091;57,03113586;32,85578121;12,07064864;2,636711203;38,76682925;1,5903483;12742,5179;-;-;2195,5713;64,0039;7340,9967;18616,9941;1266,2278;1137,4506;4659,2369;22343,0898;48022,9992;1114;1178;1924;1460;42,39870412;72830;3140;CZ080;Moravskoslezský kraj
8107;Frýdlant nad Ostravicí;24950;-10;51;15,98396794;3988;20,99799599;5239;13;2,963243175;470;489;17;93;66;50;68;0;0;23,39450589;25,84800103;62,33726667;5,998622022;1,919192509;68,68767957;7,301763011;1919,5318;-;-;858,4208;18,9683;4629,3083;21803,8566;609,2184;342,9774;1561,1937;7426,2292;31743,4753;232;242;558;507;43,09963928;15723;3140;CZ080;Moravskoslezský kraj
8108;Havířov;86494;-284;-318;14,27035401;12343;21,33905242;18457;15;6,807266283;3841;4044;72;1626;112;94;15;0;0;51,47489937;62,98636667;17,91534775;25,43618476;5,8282596;17,26065627;0,728358893;2859,316;-;-;792,3747;74,6071;813,2814;1522,2199;513,9951;442,2956;1800,9254;4539,5792;8819,0152;768;1052;1515;1833;43,99880917;55694;3140;CZ080;Moravskoslezský kraj
8109;Hlučín;40639;-56;92;15,88621767;6456;19,43699402;7899;18;1,501660127;398;461;22;68;103;88;8;0;0;59,90424277;81,77891049;12,07364579;11,69092789;3,217127298;25,18770204;0,647990404;8098,6912;-;-;583,2691;25,5217;1195,6717;4163,9402;531,8439;449,5174;1483,1847;9903,1537;16531,6399;396;452;666;574;42,62369891;26284;3140;CZ080;Moravskoslezský kraj
8110;Jablunkov;22664;12;-51;16,52841511;3746;17,52559125;3972;12;2,278296576;344;363;21;56;57;49;38;0;0;32,43719352;26,15750966;65,81206515;7,111787125;0,956513849;59,49450551;5,411674725;1494,1525;-;-;457,1912;1,5176;3759,2746;10476,8836;168,4405;235,6935;1016,6804;5712,1359;17609,8339;239;227;247;298;41,37424991;14946;3140;CZ080;Moravskoslezský kraj
8111;Karviná;63614;-270;-432;13,57248404;8634;21,06926148;13403;16;7,642588252;3228;3401;52;1383;77;59;11;1;i.d.;40,17596171;70,27683892;13,63142936;36,51005643;8,102148154;15,2118337;0,544533877;2982,1368;-;-;674,1671;8,6716;578,4379;1606,6846;855,7546;453,6538;3402,5641;4243,4134;10562,0705;597;867;938;1370;44,20847612;41577;3140;CZ080;Moravskoslezský kraj
8112;Kopřivnice;40755;42;-50;15,8410011;6456;19,40130045;7907;16;3,371883448;898;958;33;230;101;76;25;0;0;64,70492046;70,97597933;18,87392603;18,87098524;1,748593758;14,67550054;0,543306662;5570,6408;-;-;781,6478;14,9954;1481,3443;1780,1204;212,1023;417,1721;1871,8555;7848,6283;12129,8786;452;410;614;664;42,36158754;26392;3140;CZ080;Moravskoslezský kraj
8113;Kravaře;21356;-18;59;16,42161453;3507;17,11931073;3656;14;2,953171143;420;445;8;74;52;46;6;0;0;77,2688275;88,02183746;8,470764879;10,94515798;1,239349727;10,54666479;0,266486492;6842,5593;-;-;271,9063;0,7485;658,4924;1061,0576;124,686;270,4845;830,6639;7773,7065;10060,5985;186;204;310;251;41,47813261;14193;3140;CZ080;Moravskoslezský kraj
8114;Krnov;39938;-128;-47;14,46492063;5777;21,69863288;8666;63;6,181973118;1596;1670;34;463;58;32;28;0;0;49,03964712;57,61229489;38,22598844;7,737034038;1,074634642;42,1486842;1,778557306;16229,8571;-;-;1120,6862;51,7036;10768,5752;24212,3089;617,3238;628,0159;3816,5228;28170,8221;57444,9935;385;513;587;634;43,51953027;25495;3140;CZ080;Moravskoslezský kraj
8115;Nový Jičín;48731;-19;-157;16,57671708;8078;19,68562106;9593;35;2,734809262;861;927;13;134;92;78;23;0;0;68,0782423;74,86279736;18,6364877;10,82132371;1,803552801;19,29688119;0,618473901;14033,7901;-;-;1163,8224;54,8025;3493,5985;5313,586;496,626;578,1463;2401,6116;18746,0135;27535,9834;527;546;599;756;42,04296033;31060;3140;CZ080;Moravskoslezský kraj
8116;Odry;16928;25;22;15,68407372;2655;19,71880907;3338;32;2,725955443;301;327;6;58;17;15;12;0;0;60,18973983;76,84695951;18,91876419;7,556586676;1,22894618;31,02472731;0,858370891;10361,6136;-;0,0783;539,5875;31,2603;2550,9002;6950,0225;275,3031;270,137;1422,6562;13483,4399;22401,5587;201;176;312;290;42,15908554;10935;3140;CZ080;Moravskoslezský kraj
8117;Opava;100967;-22;-17;15,64174433;15793;20,16500441;20360;89;2,438875025;1593;1716;48;291;235;172;33;0;0;63,25159003;83,93959379;11,66133682;9,130321037;1,440235546;26,17785339;0,607111177;30105,9211;-;-;1462,7075;115,0704;4182,4754;14843,887;816,671;1219,8141;3957,4421;35866,1744;56703,9886;1064;1086;1206;1223;42,80473323;64814;3140;CZ080;Moravskoslezský kraj
8118;Orlová;37163;-18;-74;15,02838845;5585;18,22242553;6772;6;7,710364034;1938;2023;38;907;92;91;1;0;0;42,91770135;53,18175263;11,45592838;35,24427896;4,578325906;17,25969378;0,722099182;1028,8728;-;-;574,1441;109,9877;221,6304;778,0288;206,3808;254,5403;1334,1938;1934,635;4507,7787;407;425;968;1042;42,44572559;24806;3140;CZ080;Moravskoslezský kraj
8119;Ostrava;320145;-411;-717;15,20467288;48677;20,18897687;64634;55;4,816828535;10073;11219;225;3875;501;296;74;1;i.d.;46,31637055;66,06872506;16,93382691;33,88080887;3,514938014;16,28788257;0,550833747;10144,9338;-;-;2546,7174;63,2616;2600,2099;5399,8712;1165,2965;2225,8704;9006,5291;15355,1227;33152,6899;3376;3787;4901;5618;42,90979244;206834;3140;CZ080;Moravskoslezský kraj
8120;Rýmařov;15241;-63;-34;13,92297093;2122;23,10215865;3521;33;4,011490715;391;458;12;120;16;11;78;0;0;43,30737468;12,38419223;85,9104416;5,352963169;0,487766023;50,85189612;8,331638471;1782,4368;-;-;243,2388;2,2118;12364,9512;16900,1963;162,1049;258,4114;1520,6005;14392,8386;33234,1517;132;195;258;292;44,38681845;9598;3140;CZ080;Moravskoslezský kraj
8121;Třinec;54613;-125;196;15,46335122;8445;20,26257484;11066;24;2,438747731;860;959;28;175;133;125;27;0;0;41,33526987;45,96725613;41,76129944;11,45760185;1,37647118;45,8306571;2,283178274;4458,7856;-;-;1123,5087;66,8112;4050,8113;10754,8242;323,0088;578,6252;2110,0662;9699,9168;23466,4412;544;669;842;646;42,9792998;35102;3140;CZ080;Moravskoslezský kraj
8122;Vítkov;13274;-19;-37;15,69233087;2083;20,66445683;2743;28;6,185085774;530;552;13;178;19;17;17;0;0;52,26587624;64,68735616;33,0862619;6,785626592;1,492697407;39,45579976;1,463355123;9564,8168;-;-;324,7943;4,4035;4892,2085;11162,2018;422,29;259,1473;1660,5333;14786,2231;28290,3955;142;161;214;251;42,94523128;8448;3140;CZ080;Moravskoslezský kraj
554782;Praha;1324277;2755;12890;15,92166896;210847;18,96627367;251166;112;1,897256412;16219;17866;385;3148;6002;735;817;0;0;39,53333879;71,79401006;4,915189846;47,68285665;2,205151484;10,57865308;0,314657729;14083,6295;-;12,2056;3965,191;591,4943;964,199;5249,2017;1094,2116;5065,6215;18594,9457;19616,7194;49620,6999;14933;12178;42328;29438;41,93880019;862264;;CZ010;Hlavní město Praha
